Nome do Curso,Produtor,Instagram,Temperatura (Hotmart),Anúncios Ativos (Meta),Link Meta Ads
,Tico Fahur,,,10,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=BR&is_targeted_country=false&media_type=all&q=%22Tico%20Fahur%22&search_type=keyword_exact_phrase&sort_data[direction]=desc&sort_data[mode]=total_impressions
